0.917749,1.08408,1.67679,1.26879,0.644751,-0.371388,0.98054,0.385729,0.750985,0.25087,-0.014153,0.0386441,
0.996871,1.25729,1.7512,0.837171,1.53255,0.43651,1.27653,0.934722,1.03279,-0.255988,-0.0909401,0.0856068,
0.915878,1.19471,1.57432,0.423357,2.17419,0.948673,0.872045,0.927432,1.02689,-0.217277,-0.0340576,0.123373,
0.850817,1.01011,1.48779,0.000922028,0.866756,1.51209,1.19153,0.860101,0.782652,0.0686916,0.306922,-0.0262364,
0.836182,0.965264,1.73086,0.269521,0.808171,0.387107,1.39466,0.827723,0.983092,-0.23039,-0.375098,-0.125251,
0.863721,1.05301,1.8022,-0.146093,0.628899,0.615713,1.94237,0.620991,0.367467,-0.656941,-0.178723,-0.0454637,
1.0416,1.88825,1.62581,-0.0213043,0.535327,0.371734,0.964685,0.579511,0.792828,-0.572501,0.774889,-0.0864525,
0.990404,1.23316,1.63521,0.393217,0.600458,0.155974,0.459018,0.981335,0.880545,-0.17311,0.139987,0.0439514,
0.905291,1.20441,1.0188,0.450753,1.00834,0.285765,0.938523,0.989914,1.03548,0.257271,-0.103714,0.0236529,
1.01877,1.25815,1.23974,0.408566,1.23078,0.324685,1.03137,1.50433,0.651504,-0.00261231,0.17193,-0.046432,
1.02581,1.25171,1.7206,0.704549,1.19861,0.806775,1.14209,0.633094,0.677984,-0.221669,0.0368357,0.00430681,
0.966451,1.156,1.6439,0.537947,0.577347,0.0226376,0.964611,1.07843,0.249669,0.639161,0.378774,-0.104835,
1.01522,1.42463,1.24521,0.762347,1.25113,0.18401,0.174038,1.32441,0.791712,0.474382,0.671104,0.024666,
0.957734,1.49435,1.44786,0.689926,1.15354,1.34964,1.57583,1.17147,0.307523,0.351234,0.856807,0.0348252,
0.987549,1.09842,1.70351,0.600661,1.01788,1.25789,1.62537,1.1901,0.14111,0.0403335,0.535822,-0.00377605,
1.03671,1.11907,1.8101,0.159432,1.3568,1.03471,1.76202,0.584595,0.155588,0.135039,0.66265,0.11447,
0.928819,1.57675,1.84352,0.840529,1.46919,0.668476,1.50702,0.213285,0.367635,0.654716,0.66864,0.0901903,
1.03141,1.48466,1.91873,1.32986,1.37091,0.355464,0.921674,0.152769,0.438938,0.621435,0.506485,0.0721577,
1.02619,1.33415,1.82113,0.672259,1.43483,0.913001,1.29191,0.663618,-0.165251,0.196382,0.753393,0.0289529,
0.934636,1.13148,1.26147,0.531361,1.37037,1.11331,1.83396,0.686397,0.347269,0.236867,0.0888518,-0.0435003,
0.971388,1.01706,1.27215,0.897111,0.929457,0.36577,1.08445,0.508422,0.583201,0.486928,0.0562756,0.00666259,
0.95635,1.25125,1.93243,1.20999,0.586326,0.00644733,0.471996,0.492859,1.11331,0.288802,0.509413,0.0577474,
1.047,1.11958,1.54457,0.878409,0.844286,0.523513,0.794906,0.00639267,0.671821,0.23334,0.671166,0.033028,
1.12637,1.18747,1.36197,0.776848,1.49577,0.662192,1.32335,-0.342409,0.429291,0.317927,-0.0637645,-0.0355179,
1.07373,1.07982,1.68068,0.683407,1.62454,0.212935,1.0484,0.0810074,1.14798,-0.112837,0.963663,0.138755,
0.974655,0.992785,2.09544,0.823259,1.2926,0.388268,1.43859,0.850218,1.24055,-0.173969,0.322844,0.118039,
0.936496,0.946431,1.86526,0.303764,0.90879,-0.216187,1.55345,0.19613,0.33925,-0.107637,-0.067333,-0.0212208,
0.883404,1.09656,1.53286,0.323474,0.806948,-0.261551,1.75112,0.674305,0.881313,-0.686714,-0.155815,-0.120234,
0.940555,1.20284,1.73484,0.390137,1.26415,-0.635743,0.594801,0.133755,0.991733,-0.17811,0.121464,0.00334846,
1.05944,1.36243,1.73189,0.11098,1.66229,0.0149813,1.45817,0.349767,0.0736272,-0.3426,-0.0436831,0.00850208,
0.873844,1.87898,1.48974,0.874114,0.804816,0.77621,2.04984,0.213775,-0.122472,0.918797,0.657778,0.0649545,
0.905779,1.69576,1.63489,0.848356,1.30234,0.0922292,1.51499,0.657307,0.860711,1.44156,0.70913,0.179616,
1.04749,1.53958,2.49662,0.845897,1.42008,0.786164,2.12705,0.443848,1.20779,0.674044,0.671652,0.22413,
1.21112,1.78093,2.58859,1.4193,1.21673,1.28861,1.34502,0.462773,1.12295,0.273138,0.580199,0.189362,
1.35255,1.80009,3.03508,1.99829,1.38183,1.79212,1.73653,1.03257,0.794654,0.582061,0.0599691,0.0923634,
1.40403,2.03889,3.16583,2.30545,1.81688,1.78444,2.04011,1.06202,0.601391,0.481299,-0.0909121,0.00952806,
1.46824,2.11651,3.3414,2.62049,1.96221,1.4422,2.28209,1.20807,0.338454,0.353029,0.0430841,-0.0213516,
1.58025,2.0382,3.543,2.13833,1.90844,1.49878,1.89074,1.76453,0.519911,0.279511,0.0812235,-0.0226014,
